YEAR,cropname,Yield,Location,ALLSKY_SFC_SW_DWN,CLOUD_AMT,CLRSKY_SFC_SW_DWN,PRECTOTCORR,PRECTOTCORR_SUM,PS,QV2M,T2M_MAX,T2M_RANGE,WS50M,WSC,NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),ANNUAL RAINFALL (Millimeters)
2014,Finger Millet,0,Karimnagar,18.35,54.8,21.89,0,580.08,98.02,12.57,45.4,34.64,4.73,4.73,72.23,239.88,20.6,68.43,7.17,23.81,733.1
2015,Finger Millet,0,Karimnagar,18.78,54.01,22.01,0,527.34,98.06,12.51,47.11,38.03,4.73,4.73,71.96,362.92,20.02,100.98,8.02,40.43,811
1990,Chick Peas,0.25843,Karimnagar,18.43,65.95,22.74,5.27,1028.32,97.92,13.37,45.14,33.42,5.14,5.14,68.2,143.85,26.53,55.96,5.27,11.12,1356.6
1991,Chick Peas,0.34444,Karimnagar,18.52,65.47,22.6,0,748.83,97.92,12.57,47.54,39.21,5.02,5.02,66.86,130.16,27.8,54.12,5.34,10.4,739
1992,Chick Peas,0.30769,Karimnagar,19.25,56.53,22.43,0,722.46,97.97,11.72,46.15,35.9,4.75,4.75,71.17,143.91,25.57,51.72,3.26,6.59,924
1993,Chick Peas,0,Karimnagar,19.12,62.28,22.66,0,711.91,97.97,11.84,46.79,36.2,4.73,4.73,73.83,157.05,22.11,47.04,4.06,8.63,818
1994,Chick Peas,1,Karimnagar,18.32,60.89,22.62,0,949.22,97.93,12.63,47.34,36.84,4.8,4.8,72.12,170.69,21.47,50.82,6.4,15.15,781
1995,Chick Peas,0,Karimnagar,18.43,59.91,22.25,5.27,1054.69,97.92,13.43,44.83,35.63,4.77,4.77,72.12,157.39,21.47,46.86,6.4,13.97,1079
1996,Chick Peas,1,Karimnagar,18.21,60.03,21.91,0,896.48,97.88,12.45,46.33,37.29,4.73,4.73,70.56,190.69,22.05,59.6,7.39,19.97,854
1997,Chick Peas,0,Karimnagar,18.26,61.88,21.59,0,833.2,98.03,12.88,45.65,37.9,4.57,4.57,72.03,203.13,22.32,62.95,5.65,15.93,734
1998,Chick Peas,0,Karimnagar,18.5,54.48,21.49,0,954.49,97.92,13.43,48.19,37.8,4.59,4.59,70.47,207.57,24.52,72.23,5.01,14.75,1066
1999,Chick Peas,0.65217,Karimnagar,19.07,45.77,22.43,0,595.9,97.87,11.96,46.49,36.22,4.98,4.98,70.47,208.27,24.52,72.48,5.01,14.8,785
2000,Chick Peas,0.71429,Karimnagar,19.02,41.94,22.14,0,675,97.85,11.9,46.48,35.8,4.73,4.73,70.96,247.49,24.09,84.02,4.95,17.28,974
2001,Chick Peas,1.10667,Karimnagar,18.37,58.62,22.75,0,606.45,97.9,12.39,46.61,35.63,4.93,4.93,69.3,245.35,24.77,87.69,5.94,21.02,744
2002,Chick Peas,1.33333,Karimnagar,19.28,53.67,22.78,0,764.65,97.94,12.21,46.77,35.49,4.96,4.96,71.89,260.5,20.53,74.39,7.58,27.47,662
2003,Chick Peas,1.19286,Karimnagar,18.95,58.44,22.86,0,875.39,97.95,12.76,47.08,36.61,4.97,4.97,71.67,250.49,20.26,70.81,8.08,28.22,729
2004,Chick Peas,0.88017,Karimnagar,19.11,53.19,22.88,0,585.35,97.98,12.76,45.48,36.24,4.96,4.96,69.19,162.88,21.84,51.42,8.96,21.1,532
2005,Chick Peas,1.42088,Karimnagar,18.66,58.98,22.8,5.27,1149.61,97.94,13,46.44,37.39,4.72,4.72,69.34,225.52,21.82,70.98,8.84,28.76,995
2006,Chick Peas,1.5961,Karimnagar,18.89,54.09,22.63,5.27,1086.33,97.97,13.49,45,36.34,4.48,4.48,68.27,251.49,22.49,82.83,9.24,34.03,1167
2007,Chick Peas,1.06369,Karimnagar,19.07,53.39,22.52,0,754.1,97.92,12.76,45.82,34.82,4.74,4.74,68.55,264.66,20.39,78.74,11.06,42.71,832
2008,Chick Peas,1.4,Karimnagar,18.74,52.91,22.37,5.27,986.13,97.91,12.76,45.58,34.63,4.46,4.46,63.5,297.6,21.92,102.73,14.58,68.35,850
2009,Chick Peas,0.96403,Karimnagar,19.35,51.33,22.46,0,706.64,97.91,12.51,46.19,34.61,4.46,4.46,66.95,270.08,20.09,81.04,12.96,52.29,670
2010,Chick Peas,0.74074,Karimnagar,18.07,59.58,22.4,5.27,1228.71,97.89,13.55,47.1,38.07,4.55,4.55,64.98,287.14,22.14,97.85,12.87,56.87,1195.2
2011,Chick Peas,0.87931,Karimnagar,19.07,50.89,22.36,0,569.53,97.9,12.51,45.73,36.92,4.7,4.7,67.65,285.23,25.65,108.16,6.7,28.25,658
2012,Chick Peas,0.49074,Karimnagar,18.64,54.09,22.43,0,817.38,97.89,12.27,46.19,36.94,4.81,4.81,74.45,230.05,19.96,61.67,5.59,17.26,1046.5
2013,Chick Peas,1.35294,Karimnagar,17.83,57.3,22.11,5.27,1191.8,97.91,13.49,47.95,38.23,5.01,5.01,76.71,280.36,17.43,63.7,5.86,21.41,1427.7
2014,Chick Peas,1.23256,Karimnagar,18.35,54.8,21.89,0,580.08,98.02,12.57,45.4,34.64,4.73,4.73,72.23,239.88,20.6,68.43,7.17,23.81,733.1
2015,Chick Peas,1.40972,Karimnagar,18.78,54.01,22.01,0,527.34,98.06,12.51,47.11,38.03,4.73,4.73,71.96,362.92,20.02,100.98,8.02,40.43,811
1990,Pigeon Peas,0.23025,Karimnagar,18.43,65.95,22.74,5.27,1028.32,97.92,13.37,45.14,33.42,5.14,5.14,68.2,143.85,26.53,55.96,5.27,11.12,1356.6
1991,Pigeon Peas,0.2618,Karimnagar,18.52,65.47,22.6,0,748.83,97.92,12.57,47.54,39.21,5.02,5.02,66.86,130.16,27.8,54.12,5.34,10.4,739
1992,Pigeon Peas,0.15775,Karimnagar,19.25,56.53,22.43,0,722.46,97.97,11.72,46.15,35.9,4.75,4.75,71.17,143.91,25.57,51.72,3.26,6.59,924
1993,Pigeon Peas,0.33333,Karimnagar,19.12,62.28,22.66,0,711.91,97.97,11.84,46.79,36.2,4.73,4.73,73.83,157.05,22.11,47.04,4.06,8.63,818
1994,Pigeon Peas,0.33333,Karimnagar,18.32,60.89,22.62,0,949.22,97.93,12.63,47.34,36.84,4.8,4.8,72.12,170.69,21.47,50.82,6.4,15.15,781
1995,Pigeon Peas,0.33333,Karimnagar,18.43,59.91,22.25,5.27,1054.69,97.92,13.43,44.83,35.63,4.77,4.77,72.12,157.39,21.47,46.86,6.4,13.97,1079
1996,Pigeon Peas,0.33333,Karimnagar,18.21,60.03,21.91,0,896.48,97.88,12.45,46.33,37.29,4.73,4.73,70.56,190.69,22.05,59.6,7.39,19.97,854
1997,Pigeon Peas,0.33333,Karimnagar,18.26,61.88,21.59,0,833.2,98.03,12.88,45.65,37.9,4.57,4.57,72.03,203.13,22.32,62.95,5.65,15.93,734
1998,Pigeon Peas,0.33333,Karimnagar,18.5,54.48,21.49,0,954.49,97.92,13.43,48.19,37.8,4.59,4.59,70.47,207.57,24.52,72.23,5.01,14.75,1066
1999,Pigeon Peas,0.35955,Karimnagar,19.07,45.77,22.43,0,595.9,97.87,11.96,46.49,36.22,4.98,4.98,70.47,208.27,24.52,72.48,5.01,14.8,785
2000,Pigeon Peas,0.3578,Karimnagar,19.02,41.94,22.14,0,675,97.85,11.9,46.48,35.8,4.73,4.73,70.96,247.49,24.09,84.02,4.95,17.28,974
2001,Pigeon Peas,0.52993,Karimnagar,18.37,58.62,22.75,0,606.45,97.9,12.39,46.61,35.63,4.93,4.93,69.3,245.35,24.77,87.69,5.94,21.02,744
2002,Pigeon Peas,0.28571,Karimnagar,19.28,53.67,22.78,0,764.65,97.94,12.21,46.77,35.49,4.96,4.96,71.89,260.5,20.53,74.39,7.58,27.47,662
2003,Pigeon Peas,0.42402,Karimnagar,18.95,58.44,22.86,0,875.39,97.95,12.76,47.08,36.61,4.97,4.97,71.67,250.49,20.26,70.81,8.08,28.22,729
2004,Pigeon Peas,0.22478,Karimnagar,19.11,53.19,22.88,0,585.35,97.98,12.76,45.48,36.24,4.96,4.96,69.19,162.88,21.84,51.42,8.96,21.1,532
2005,Pigeon Peas,0.68014,Karimnagar,18.66,58.98,22.8,5.27,1149.61,97.94,13,46.44,37.39,4.72,4.72,69.34,225.52,21.82,70.98,8.84,28.76,995
2006,Pigeon Peas,0.4402,Karimnagar,18.89,54.09,22.63,5.27,1086.33,97.97,13.49,45,36.34,4.48,4.48,68.27,251.49,22.49,82.83,9.24,34.03,1167
2007,Pigeon Peas,0.7291,Karimnagar,19.07,53.39,22.52,0,754.1,97.92,12.76,45.82,34.82,4.74,4.74,68.55,264.66,20.39,78.74,11.06,42.71,832
2008,Pigeon Peas,0.59174,Karimnagar,18.74,52.91,22.37,5.27,986.13,97.91,12.76,45.58,34.63,4.46,4.46,63.5,297.6,21.92,102.73,14.58,68.35,850
2009,Pigeon Peas,0.73343,Karimnagar,19.35,51.33,22.46,0,706.64,97.91,12.51,46.19,34.61,4.46,4.46,66.95,270.08,20.09,81.04,12.96,52.29,670
2010,Pigeon Peas,0.36161,Karimnagar,18.07,59.58,22.4,5.27,1228.71,97.89,13.55,47.1,38.07,4.55,4.55,64.98,287.14,22.14,97.85,12.87,56.87,1195.2
2011,Pigeon Peas,0.45777,Karimnagar,19.07,50.89,22.36,0,569.53,97.9,12.51,45.73,36.92,4.7,4.7,67.65,285.23,25.65,108.16,6.7,28.25,658
2012,Pigeon Peas,0.69954,Karimnagar,18.64,54.09,22.43,0,817.38,97.89,12.27,46.19,36.94,4.81,4.81,74.45,230.05,19.96,61.67,5.59,17.26,1046.5
2013,Pigeon Peas,0.67749,Karimnagar,17.83,57.3,22.11,5.27,1191.8,97.91,13.49,47.95,38.23,5.01,5.01,76.71,280.36,17.43,63.7,5.86,21.41,1427.7
2014,Pigeon Peas,0.71975,Karimnagar,18.35,54.8,21.89,0,580.08,98.02,12.57,45.4,34.64,4.73,4.73,72.23,239.88,20.6,68.43,7.17,23.81,733.1
2015,Pigeon Peas,0.39017,Karimnagar,18.78,54.01,22.01,0,527.34,98.06,12.51,47.11,38.03,4.73,4.73,71.96,362.92,20.02,100.98,8.02,40.43,811
1990,Minor Pulse,0.30988,Karimnagar,18.43,65.95,22.74,5.27,1028.32,97.92,13.37,45.14,33.42,5.14,5.14,68.2,143.85,26.53,55.96,5.27,11.12,1356.6
1991,Minor Pulse,0.46683,Karimnagar,18.52,65.47,22.6,0,748.83,97.92,12.57,47.54,39.21,5.02,5.02,66.86,130.16,27.8,54.12,5.34,10.4,739
1992,Minor Pulse,0.51547,Karimnagar,19.25,56.53,22.43,0,722.46,97.97,11.72,46.15,35.9,4.75,4.75,71.17,143.91,25.57,51.72,3.26,6.59,924
1993,Minor Pulse,0.38806,Karimnagar,19.12,62.28,22.66,0,711.91,97.97,11.84,46.79,36.2,4.73,4.73,73.83,157.05,22.11,47.04,4.06,8.63,818
1994,Minor Pulse,0.46774,Karimnagar,18.32,60.89,22.62,0,949.22,97.93,12.63,47.34,36.84,4.8,4.8,72.12,170.69,21.47,50.82,6.4,15.15,781
1995,Minor Pulse,0.37463,Karimnagar,18.43,59.91,22.25,5.27,1054.69,97.92,13.43,44.83,35.63,4.77,4.77,72.12,157.39,21.47,46.86,6.4,13.97,1079
1996,Minor Pulse,0.33142,Karimnagar,18.21,60.03,21.91,0,896.48,97.88,12.45,46.33,37.29,4.73,4.73,70.56,190.69,22.05,59.6,7.39,19.97,854
1997,Minor Pulse,0.17131,Karimnagar,18.26,61.88,21.59,0,833.2,98.03,12.88,45.65,37.9,4.57,4.57,72.03,203.13,22.32,62.95,5.65,15.93,734
1998,Minor Pulse,0.27582,Karimnagar,18.5,54.48,21.49,0,954.49,97.92,13.43,48.19,37.8,4.59,4.59,70.47,207.57,24.52,72.23,5.01,14.75,1066
1999,Minor Pulse,0.50724,Karimnagar,19.07,45.77,22.43,0,595.9,97.87,11.96,46.49,36.22,4.98,4.98,70.47,208.27,24.52,72.48,5.01,14.8,785
2000,Minor Pulse,0.38473,Karimnagar,19.02,41.94,22.14,0,675,97.85,11.9,46.48,35.8,4.73,4.73,70.96,247.49,24.09,84.02,4.95,17.28,974
2001,Minor Pulse,0.28821,Karimnagar,18.37,58.62,22.75,0,606.45,97.9,12.39,46.61,35.63,4.93,4.93,69.3,245.35,24.77,87.69,5.94,21.02,744
2002,Minor Pulse,0.20526,Karimnagar,19.28,53.67,22.78,0,764.65,97.94,12.21,46.77,35.49,4.96,4.96,71.89,260.5,20.53,74.39,7.58,27.47,662
2003,Minor Pulse,0.35905,Karimnagar,18.95,58.44,22.86,0,875.39,97.95,12.76,47.08,36.61,4.97,4.97,71.67,250.49,20.26,70.81,8.08,28.22,729
2004,Minor Pulse,0.24208,Karimnagar,19.11,53.19,22.88,0,585.35,97.98,12.76,45.48,36.24,4.96,4.96,69.19,162.88,21.84,51.42,8.96,21.1,532
2005,Minor Pulse,0.34158,Karimnagar,18.66,58.98,22.8,5.27,1149.61,97.94,13,46.44,37.39,4.72,4.72,69.34,225.52,21.82,70.98,8.84,28.76,995
2006,Minor Pulse,0.33069,Karimnagar,18.89,54.09,22.63,5.27,1086.33,97.97,13.49,45,36.34,4.48,4.48,68.27,251.49,22.49,82.83,9.24,34.03,1167
2007,Minor Pulse,0.47113,Karimnagar,19.07,53.39,22.52,0,754.1,97.92,12.76,45.82,34.82,4.74,4.74,68.55,264.66,20.39,78.74,11.06,42.71,832
2008,Minor Pulse,0.57783,Karimnagar,18.74,52.91,22.37,5.27,986.13,97.91,12.76,45.58,34.63,4.46,4.46,63.5,297.6,21.92,102.73,14.58,68.35,850
2009,Minor Pulse,0.38715,Karimnagar,19.35,51.33,22.46,0,706.64,97.91,12.51,46.19,34.61,4.46,4.46,66.95,270.08,20.09,81.04,12.96,52.29,670
2010,Minor Pulse,0.52551,Karimnagar,18.07,59.58,22.4,5.27,1228.71,97.89,13.55,47.1,38.07,4.55,4.55,64.98,287.14,22.14,97.85,12.87,56.87,1195.2
2011,Minor Pulse,0.56974,Karimnagar,19.07,50.89,22.36,0,569.53,97.9,12.51,45.73,36.92,4.7,4.7,67.65,285.23,25.65,108.16,6.7,28.25,658
2012,Minor Pulse,0.75487,Karimnagar,18.64,54.09,22.43,0,817.38,97.89,12.27,46.19,36.94,4.81,4.81,74.45,230.05,19.96,61.67,5.59,17.26,1046.5
2013,Minor Pulse,0.82647,Karimnagar,17.83,57.3,22.11,5.27,1191.8,97.91,13.49,47.95,38.23,5.01,5.01,76.71,280.36,17.43,63.7,5.86,21.41,1427.7
2014,Minor Pulse,0.76123,Karimnagar,18.35,54.8,21.89,0,580.08,98.02,12.57,45.4,34.64,4.73,4.73,72.23,239.88,20.6,68.43,7.17,23.81,733.1
2015,Minor Pulse,0.82305,Karimnagar,18.78,54.01,22.01,0,527.34,98.06,12.51,47.11,38.03,4.73,4.73,71.96,362.92,20.02,100.98,8.02,40.43,811
1990,Ground Nut,1.23045,Karimnagar,18.43,65.95,22.74,5.27,1028.32,97.92,13.37,45.14,33.42,5.14,5.14,68.2,143.85,26.53,55.96,5.27,11.12,1356.6
1991,Ground Nut,1.22694,Karimnagar,18.52,65.47,22.6,0,748.83,97.92,12.57,47.54,39.21,5.02,5.02,66.86,130.16,27.8,54.12,5.34,10.4,739
1992,Ground Nut,1.14671,Karimnagar,19.25,56.53,22.43,0,722.46,97.97,11.72,46.15,35.9,4.75,4.75,71.17,143.91,25.57,51.72,3.26,6.59,924
1993,Ground Nut,1.20833,Karimnagar,19.12,62.28,22.66,0,711.91,97.97,11.84,46.79,36.2,4.73,4.73,73.83,157.05,22.11,47.04,4.06,8.63,818
1994,Ground Nut,1.19565,Karimnagar,18.32,60.89,22.62,0,949.22,97.93,12.63,47.34,36.84,4.8,4.8,72.12,170.69,21.47,50.82,6.4,15.15,781
1995,Ground Nut,1.08696,Karimnagar,18.43,59.91,22.25,5.27,1054.69,97.92,13.43,44.83,35.63,4.77,4.77,72.12,157.39,21.47,46.86,6.4,13.97,1079
1996,Ground Nut,1.45,Karimnagar,18.21,60.03,21.91,0,896.48,97.88,12.45,46.33,37.29,4.73,4.73,70.56,190.69,22.05,59.6,7.39,19.97,854
1997,Ground Nut,0.87879,Karimnagar,18.26,61.88,21.59,0,833.2,98.03,12.88,45.65,37.9,4.57,4.57,72.03,203.13,22.32,62.95,5.65,15.93,734
1998,Ground Nut,1.1,Karimnagar,18.5,54.48,21.49,0,954.49,97.92,13.43,48.19,37.8,4.59,4.59,70.47,207.57,24.52,72.23,5.01,14.75,1066
1999,Ground Nut,1.16991,Karimnagar,19.07,45.77,22.43,0,595.9,97.87,11.96,46.49,36.22,4.98,4.98,70.47,208.27,24.52,72.48,5.01,14.8,785
2000,Ground Nut,1.5836,Karimnagar,19.02,41.94,22.14,0,675,97.85,11.9,46.48,35.8,4.73,4.73,70.96,247.49,24.09,84.02,4.95,17.28,974
2001,Ground Nut,1.60593,Karimnagar,18.37,58.62,22.75,0,606.45,97.9,12.39,46.61,35.63,4.93,4.93,69.3,245.35,24.77,87.69,5.94,21.02,744
2002,Ground Nut,1.4,Karimnagar,19.28,53.67,22.78,0,764.65,97.94,12.21,46.77,35.49,4.96,4.96,71.89,260.5,20.53,74.39,7.58,27.47,662
2003,Ground Nut,1.8916,Karimnagar,18.95,58.44,22.86,0,875.39,97.95,12.76,47.08,36.61,4.97,4.97,71.67,250.49,20.26,70.81,8.08,28.22,729
2004,Ground Nut,1.00675,Karimnagar,19.11,53.19,22.88,0,585.35,97.98,12.76,45.48,36.24,4.96,4.96,69.19,162.88,21.84,51.42,8.96,21.1,532
2005,Ground Nut,1.84266,Karimnagar,18.66,58.98,22.8,5.27,1149.61,97.94,13,46.44,37.39,4.72,4.72,69.34,225.52,21.82,70.98,8.84,28.76,995
2006,Ground Nut,1.84689,Karimnagar,18.89,54.09,22.63,5.27,1086.33,97.97,13.49,45,36.34,4.48,4.48,68.27,251.49,22.49,82.83,9.24,34.03,1167
2007,Ground Nut,1.5109,Karimnagar,19.07,53.39,22.52,0,754.1,97.92,12.76,45.82,34.82,4.74,4.74,68.55,264.66,20.39,78.74,11.06,42.71,832
2008,Ground Nut,1.80215,Karimnagar,18.74,52.91,22.37,5.27,986.13,97.91,12.76,45.58,34.63,4.46,4.46,63.5,297.6,21.92,102.73,14.58,68.35,850
2009,Ground Nut,1.52827,Karimnagar,19.35,51.33,22.46,0,706.64,97.91,12.51,46.19,34.61,4.46,4.46,66.95,270.08,20.09,81.04,12.96,52.29,670
2010,Ground Nut,1.45488,Karimnagar,18.07,59.58,22.4,5.27,1228.71,97.89,13.55,47.1,38.07,4.55,4.55,64.98,287.14,22.14,97.85,12.87,56.87,1195.2
2011,Ground Nut,1.60985,Karimnagar,19.07,50.89,22.36,0,569.53,97.9,12.51,45.73,36.92,4.7,4.7,67.65,285.23,25.65,108.16,6.7,28.25,658
2012,Ground Nut,1.50964,Karimnagar,18.64,54.09,22.43,0,817.38,97.89,12.27,46.19,36.94,4.81,4.81,74.45,230.05,19.96,61.67,5.59,17.26,1046.5
2013,Ground Nut,1.50817,Karimnagar,17.83,57.3,22.11,5.27,1191.8,97.91,13.49,47.95,38.23,5.01,5.01,76.71,280.36,17.43,63.7,5.86,21.41,1427.7
2014,Ground Nut,2.06456,Karimnagar,18.35,54.8,21.89,0,580.08,98.02,12.57,45.4,34.64,4.73,4.73,72.23,239.88,20.6,68.43,7.17,23.81,733.1
2015,Ground Nut,1.45941,Karimnagar,18.78,54.01,22.01,0,527.34,98.06,12.51,47.11,38.03,4.73,4.73,71.96,362.92,20.02,100.98,8.02,40.43,811
1990,Sesamum,0.05926,Karimnagar,18.43,65.95,22.74,5.27,1028.32,97.92,13.37,45.14,33.42,5.14,5.14,68.2,143.85,26.53,55.96,5.27,11.12,1356.6
1991,Sesamum,0.09064,Karimnagar,18.52,65.47,22.6,0,748.83,97.92,12.57,47.54,39.21,5.02,5.02,66.86,130.16,27.8,54.12,5.34,10.4,739
1992,Sesamum,0.19897,Karimnagar,19.25,56.53,22.43,0,722.46,97.97,11.72,46.15,35.9,4.75,4.75,71.17,143.91,25.57,51.72,3.26,6.59,924
1993,Sesamum,0.25,Karimnagar,19.12,62.28,22.66,0,711.91,97.97,11.84,46.79,36.2,4.73,4.73,73.83,157.05,22.11,47.04,4.06,8.63,818
1994,Sesamum,0.2,Karimnagar,18.32,60.89,22.62,0,949.22,97.93,12.63,47.34,36.84,4.8,4.8,72.12,170.69,21.47,50.82,6.4,15.15,781
1995,Sesamum,0.2,Karimnagar,18.43,59.91,22.25,5.27,1054.69,97.92,13.43,44.83,35.63,4.77,4.77,72.12,157.39,21.47,46.86,6.4,13.97,1079
1996,Sesamum,0.2,Karimnagar,18.21,60.03,21.91,0,896.48,97.88,12.45,46.33,37.29,4.73,4.73,70.56,190.69,22.05,59.6,7.39,19.97,854
1997,Sesamum,0.25,Karimnagar,18.26,61.88,21.59,0,833.2,98.03,12.88,45.65,37.9,4.57,4.57,72.03,203.13,22.32,62.95,5.65,15.93,734
1998,Sesamum,0.25,Karimnagar,18.5,54.48,21.49,0,954.49,97.92,13.43,48.19,37.8,4.59,4.59,70.47,207.57,24.52,72.23,5.01,14.75,1066
1999,Sesamum,0.15584,Karimnagar,19.07,45.77,22.43,0,595.9,97.87,11.96,46.49,36.22,4.98,4.98,70.47,208.27,24.52,72.48,5.01,14.8,785
2000,Sesamum,0.18803,Karimnagar,19.02,41.94,22.14,0,675,97.85,11.9,46.48,35.8,4.73,4.73,70.96,247.49,24.09,84.02,4.95,17.28,974
2001,Sesamum,0.19318,Karimnagar,18.37,58.62,22.75,0,606.45,97.9,12.39,46.61,35.63,4.93,4.93,69.3,245.35,24.77,87.69,5.94,21.02,744
2002,Sesamum,0.5,Karimnagar,19.28,53.67,22.78,0,764.65,97.94,12.21,46.77,35.49,4.96,4.96,71.89,260.5,20.53,74.39,7.58,27.47,662
2003,Sesamum,0.21023,Karimnagar,18.95,58.44,22.86,0,875.39,97.95,12.76,47.08,36.61,4.97,4.97,71.67,250.49,20.26,70.81,8.08,28.22,729
2004,Sesamum,0.36053,Karimnagar,19.11,53.19,22.88,0,585.35,97.98,12.76,45.48,36.24,4.96,4.96,69.19,162.88,21.84,51.42,8.96,21.1,532
2005,Sesamum,0.59081,Karimnagar,18.66,58.98,22.8,5.27,1149.61,97.94,13,46.44,37.39,4.72,4.72,69.34,225.52,21.82,70.98,8.84,28.76,995
2006,Sesamum,0.47216,Karimnagar,18.89,54.09,22.63,5.27,1086.33,97.97,13.49,45,36.34,4.48,4.48,68.27,251.49,22.49,82.83,9.24,34.03,1167
2007,Sesamum,0.37884,Karimnagar,19.07,53.39,22.52,0,754.1,97.92,12.76,45.82,34.82,4.74,4.74,68.55,264.66,20.39,78.74,11.06,42.71,832
2008,Sesamum,0.43038,Karimnagar,18.74,52.91,22.37,5.27,986.13,97.91,12.76,45.58,34.63,4.46,4.46,63.5,297.6,21.92,102.73,14.58,68.35,850
2009,Sesamum,0.46039,Karimnagar,19.35,51.33,22.46,0,706.64,97.91,12.51,46.19,34.61,4.46,4.46,66.95,270.08,20.09,81.04,12.96,52.29,670
2010,Sesamum,0.43471,Karimnagar,18.07,59.58,22.4,5.27,1228.71,97.89,13.55,47.1,38.07,4.55,4.55,64.98,287.14,22.14,97.85,12.87,56.87,1195.2
2011,Sesamum,0.37805,Karimnagar,19.07,50.89,22.36,0,569.53,97.9,12.51,45.73,36.92,4.7,4.7,67.65,285.23,25.65,108.16,6.7,28.25,658
2012,Sesamum,0.52083,Karimnagar,18.64,54.09,22.43,0,817.38,97.89,12.27,46.19,36.94,4.81,4.81,74.45,230.05,19.96,61.67,5.59,17.26,1046.5
2013,Sesamum,0.50164,Karimnagar,17.83,57.3,22.11,5.27,1191.8,97.91,13.49,47.95,38.23,5.01,5.01,76.71,280.36,17.43,63.7,5.86,21.41,1427.7
2014,Sesamum,0.50412,Karimnagar,18.35,54.8,21.89,0,580.08,98.02,12.57,45.4,34.64,4.73,4.73,72.23,239.88,20.6,68.43,7.17,23.81,733.1
2015,Sesamum,0.3003,Karimnagar,18.78,54.01,22.01,0,527.34,98.06,12.51,47.11,38.03,4.73,4.73,71.96,362.92,20.02,100.98,8.02,40.43,811
1990,Castor,0.27647,Karimnagar,18.43,65.95,22.74,5.27,1028.32,97.92,13.37,45.14,33.42,5.14,5.14,68.2,143.85,26.53,55.96,5.27,11.12,1356.6
1991,Castor,0.25688,Karimnagar,18.52,65.47,22.6,0,748.83,97.92,12.57,47.54,39.21,5.02,5.02,66.86,130.16,27.8,54.12,5.34,10.4,739
1992,Castor,0.27273,Karimnagar,19.25,56.53,22.43,0,722.46,97.97,11.72,46.15,35.9,4.75,4.75,71.17,143.91,25.57,51.72,3.26,6.59,924
1993,Castor,0,Karimnagar,19.12,62.28,22.66,0,711.91,97.97,11.84,46.79,36.2,4.73,4.73,73.83,157.05,22.11,47.04,4.06,8.63,818
1994,Castor,0,Karimnagar,18.32,60.89,22.62,0,949.22,97.93,12.63,47.34,36.84,4.8,4.8,72.12,170.69,21.47,50.82,6.4,15.15,781
1995,Castor,0,Karimnagar,18.43,59.91,22.25,5.27,1054.69,97.92,13.43,44.83,35.63,4.77,4.77,72.12,157.39,21.47,46.86,6.4,13.97,1079
1996,Castor,0,Karimnagar,18.21,60.03,21.91,0,896.48,97.88,12.45,46.33,37.29,4.73,4.73,70.56,190.69,22.05,59.6,7.39,19.97,854
1997,Castor,0,Karimnagar,18.26,61.88,21.59,0,833.2,98.03,12.88,45.65,37.9,4.57,4.57,72.03,203.13,22.32,62.95,5.65,15.93,734
1998,Castor,0,Karimnagar,18.5,54.48,21.49,0,954.49,97.92,13.43,48.19,37.8,4.59,4.59,70.47,207.57,24.52,72.23,5.01,14.75,1066
1999,Castor,0.22222,Karimnagar,19.07,45.77,22.43,0,595.9,97.87,11.96,46.49,36.22,4.98,4.98,70.47,208.27,24.52,72.48,5.01,14.8,785
2000,Castor,0.34483,Karimnagar,19.02,41.94,22.14,0,675,97.85,11.9,46.48,35.8,4.73,4.73,70.96,247.49,24.09,84.02,4.95,17.28,974
2001,Castor,0.31579,Karimnagar,18.37,58.62,22.75,0,606.45,97.9,12.39,46.61,35.63,4.93,4.93,69.3,245.35,24.77,87.69,5.94,21.02,744
2002,Castor,0,Karimnagar,19.28,53.67,22.78,0,764.65,97.94,12.21,46.77,35.49,4.96,4.96,71.89,260.5,20.53,74.39,7.58,27.47,662
2003,Castor,0.45721,Karimnagar,18.95,58.44,22.86,0,875.39,97.95,12.76,47.08,36.61,4.97,4.97,71.67,250.49,20.26,70.81,8.08,28.22,729
2004,Castor,0.3741,Karimnagar,19.11,53.19,22.88,0,585.35,97.98,12.76,45.48,36.24,4.96,4.96,69.19,162.88,21.84,51.42,8.96,21.1,532
2005,Castor,0.38221,Karimnagar,18.66,58.98,22.8,5.27,1149.61,97.94,13,46.44,37.39,4.72,4.72,69.34,225.52,21.82,70.98,8.84,28.76,995
2006,Castor,0.4251,Karimnagar,18.89,54.09,22.63,5.27,1086.33,97.97,13.49,45,36.34,4.48,4.48,68.27,251.49,22.49,82.83,9.24,34.03,1167
2007,Castor,0.65,Karimnagar,19.07,53.39,22.52,0,754.1,97.92,12.76,45.82,34.82,4.74,4.74,68.55,264.66,20.39,78.74,11.06,42.71,832
2008,Castor,0.46154,Karimnagar,18.74,52.91,22.37,5.27,986.13,97.91,12.76,45.58,34.63,4.46,4.46,63.5,297.6,21.92,102.73,14.58,68.35,850
